Sl,"Consignor GST",Name,Address,"Consignee GST",Name,Address,"Date of Booking","Date of Delivery","No. of items",Commodity,"Goods Value(Rs.)"
139,37AIDPM5488M1ZJ,"MAHESHWARI T/R",VJW,,GANGA+,PTPM,2018-02-24,0000-00-00,16,TARAKALU,16000
140,37AABCC4501C1ZC,"COMPAGE COMPUTERS PVT LTD",VJA,37AHZPR5017Q1Z6,"SRI SOLUTIONS",KKD,2018-02-24,0000-00-00,1,"HOUSE ITEM",22500
141,37AGXPN3468J1ZH,"KIALYANI E/P",VJA,37AHXPR8677G1Z5,"SRI LAKSHMI SRINIVASA IRON H/W & general stores",yeleswaram,2018-02-24,0000-00-00,1,IRON,6358
142,37ACHFS9753M1Z7,"SHIVA SAI PLYWOODS",VUJAYAWADA,37ABSFS9556J1Z3,"S.V. ENTERPRISES",KKD,2018-02-24,0000-00-00,5,PLYWOOD,1621
143,37ABOFS8689Q2ZK,"SR BOOK LINKS",Vijayawada,,"VIRAT BOOK CENTER",KKD,2018-02-24,0000-00-00,1,BOOKS,8190
144,37AHBPA5894N1ZW,"LAKSHMI SRINIVASA TRADERS",VJA,,"JAYARAM  HOTEL",RJY,2018-02-24,0000-00-00,12,DALLS,30750
145,37AAACG2038F1ZZ,"BUTTER GANDHIMATHI APPLIANCE",KKD,37BKRPN2329D1ZO,"SIVA SERVIESING CENTER",KKD,2018-02-24,0000-00-00,3,"HOUSE ITEM",24515
146,37AIFPM3126L1Z4,"GOPALA KRISHNASTEEL",VJW,37EDEPK7491M,"VENKATA PADMANABHA METALS",PRATHIPADU,2018-02-24,0000-00-00,1,SSBORAM,4902
147,37AQWPG3815D1ZQ,"MAHARAJA PLY LAM CENTRE","BHAVANIPURAM, VIJAYAWADA",37BEXPR5601A1ZC,"DURGA GLASS",PTPM,2018-02-24,0000-00-00,6,PLYWOOD,3398
148,37BLOPS9070G1ZE,"SRI VIGHNESWAR OLD SPRINGS",VIJAYAWADA,37AHFPU5086J1Z0,"SRI LAKSHMI NARAYANA ENTERPRISES",RAMCHANDRAPURAM,2018-02-24,0000-00-00,72,IRON,54000
149,37AUCPM2217K1ZN,"JAGRUTI LAPTAPS",VJW,37BOIPG2868H1ZO,"SRI VENKATESWARA HOME NEEDS",YELESWARAM,2018-02-24,0000-00-00,3,"COMPUTER SPARES",26000
150,37ADPPC7288N1ZO,"SRI POOJITHA INDUSTRIAL A/G",VJA,37AYBPK6390C2ZG,"SRI SAI DURGA ENGG SPARESG & STORES",kkd,2018-02-24,0000-00-00,3,pvc,10102
151,37AQWPG3815D1ZQ,"MAHARAJA PLY LAM CENTRE","BHAVANIPURAM, VIJAYAWADA",37BCSPM8335DIZ7,"VIJAYA LAKSHMI GLASS &PLYWOOD",KKD,2018-02-24,0000-00-00,1,PLYWOOD,566
152,37AGXPG4670M1ZK,"VINAY FOOT WEAR",VJW,37DBTPK3514A1ZR,"SAJID ENTERPRISES",YELESWARAM,2018-02-24,0000-00-00,3,F/W,9072
153,37ANSPB6016E1Z4,"NAVKAR POLYPACK",VIJAYAWADA,37BWXPB4375D1Z8,"BHAVANI PLASTIC&G/S",PTPM,2018-02-24,0000-00-00,8,DISPOSOLE,6797
154,37ABAPV6653M1ZZ,"SRI JAIKRISHNA T/R",VJA,784411790521,K.VENKATESWARARAO,MDPT,2018-02-24,0000-00-00,1,FABRIC,3281
155,37aphps9430c1zq,"noori rubbers",vja,"ADHAR 283649286342",P.SRINIVAS,YELESWARAM,2018-02-24,0000-00-00,3,F/W,11340
156,37AHWPP9946P1ZR,"SUPER POWER",vja,37CRQPM6550E1ZE,"PADMA SURYA ENGINEERING",kkd,2018-02-24,0000-00-00,1,"HOUSE ITEM",6608
157,37ACHPV6355N1ZP,"RAVI A/M",VJW,"ADHAR 502462495020","M.S.N A/M",YELESWARAM,2018-02-24,0000-00-00,1,FANCY,6110
158,37AAFCG3325C1Z0,"GM CABLES & SWITCHES PRIVATE LIMITED","BHAVANIPURAM, VIJAYAWADA",37BVPPM1709P1ZU,"SRI SWAMI ELECTRICALS&PLUMBING",KKD,2018-02-24,0000-00-00,1,ELECTRICAL,30924
159,37AAEPV6480B1ZJ,"AMBIKA FOME AGENCY",VJW,,SK.VALLI,MANDAPETA,2018-02-24,0000-00-00,3,FOAM,38962
160,37ALRPGO287F2ZW,"SRI MAHADEV MOBILE ACCESSORIES",VZA,37CIXPM4657A1ZT,"NAANI MOBILES",KKD,2018-02-24,0000-00-00,1,"mobile pouch",8779
161,37AAFCG3325C1Z0,"GM CABLES & SWITCHES PRIVATE LIMITED","BHAVANIPURAM, VIJAYAWADA",37ASDPK7433L1ZE,"JAIN SONS ELECTRICAL",KKD,2018-02-24,0000-00-00,2,ELECTRICAL,30924
162,37ACIPA5288Q2ZW,"ANMOL TRACTOR SPARES",VJW,37CWOPM1997A1Z5,"AMARVATHI A/S",YELESWARAM,2018-02-24,0000-00-00,1,A/M,2360
163,37AACCV6778K1ZK,"VIKRAM PUBLISHERS",vja,,"KAVYANJALI BOOK POINT",KKD,2018-02-24,0000-00-00,7,BOOKS,4500
164,37ABXPC5784D1Z8,"KUSUMAHARANADHA STEEL",VJA,37ANPPP1694K1Z6,"SWAMY AYYAPPA G/S",PDPM,2018-02-24,0000-00-00,7,H/W,3900
165,37AACCV6778K1ZK,"VIKRAM PUBLISHERS",vja,,"TAPASWI BOOK POINT",KKD,2018-02-24,0000-00-00,1,BOOKS,4950
166,37ACPFS0511B1ZG,"SRL LAKSHMI SRINIVASA AUTO AGENCIES",VJW,37APZPT5964L1ZH,"SRI DHANALAXMI A/M /G.STORE",YELESWARAM,2018-02-24,0000-00-00,3,A/M,12960
167,37ABIPR3916P1ZX,"GAYATRI AUTODISTRIBUTORS",VJA,37ADAPB0762H1Z6,"SRI ANASURYA AUTO SPARES",KKD,2018-02-24,0000-00-00,2,A/M,19275
168,37AAMFC5248E1ZD,"C.I.M SHOES",VZA,37CTDPP5557R1ZO,"SRI MANIKANTA SHOE MART",YELESWARAM,2018-02-24,0000-00-00,1,F/W,11436
169,,"MODEL FOOT WEAR",VZA,37ALTPM6604N1ZB,"AYESHA FOOT WEAR",KKD,2018-02-24,0000-00-00,3,F/W,12718
170,37AEQPK1287D1ZB,"SRI SRINIVASA DALL MILL",VIJAYAWADA,37AIFPB2139P1ZZ,"SRI LAKSHMI GANAPATHI DALL MERCHANT","YANAM, RCPM",2018-02-24,0000-00-00,20,DALL,61720
171,37AVPPA6956K1ZY,"LAKSHMI VENKATESWARA A/G",VJA,37ANGPP4384F1ZP,"VIJAYA DURGA TRADERS",RAJAHMUNDRY,2018-02-24,0000-00-00,10,PAINTS,1680
172,37ACZPB8044J1Z1,"SRINIVASA SAI G/S",VJA,37EKXPK8800D1ZQ,"KANYAKA PARAMESWARI TRADERS",PTPM,2018-02-24,0000-00-00,10,BATANI,22370
173,37BLFP1973R1Z4,"SWITCHGREARA & ELE",VJW,37BXQP9120G1ZF,"SAI DURGA SRINIVASA H/W",YELESWARAO,2018-02-24,0000-00-00,1,H/W,7966
174,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,,"RK  .L .BALAJI GENERAL",PTPM,2018-02-24,0000-00-00,1,COVERS,3924
175,37AIGPM7031H1Z8,"LUCKY SCALE CENTER",VJA,37AAIFR7794J1ZC,"REVURI VENKAT RAO",KKD,2018-02-24,0000-00-00,1,H/W,3410
176,37ANKPB1729Q1ZL,"GOWTHAMI METALS",VIJAYAWADA,37AYMPG8841R1ZF,"SRI BALA CHOWDESWARI DEVI METAL & GENERAL STORE",MANDAPETA,2018-02-24,0000-00-00,1,STEEL,4536
177,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37AMGPJ6096F1ZS,"JANANI E/P",PITTAPURAM,2018-02-24,0000-00-00,6,COOLERS,14030
178,37BUMPP0110K1ZL,"SAI ENTERPRISES",VJW,,SURESH,YELESWARAM,2018-02-24,0000-00-00,5,BATTERY,6160
179,,"MODEL FOOT WEAR",VZA,37BVQPA7653B1ZJ,"LEELAVATHI S/M2",KKD,2018-02-24,0000-00-00,2,F/W,11935
180,37ABCFM4414B1ZR,"MULTI P/M",VJA,37ACXPG6929K1ZQ,"GOLLAPUDI PHARMACEUTICALS",GOLLAPROLU,2018-02-24,0000-00-00,2,MEDICALS,13336
181,37AFLPM1213P1Z5,"LAKSHMI AGENCIES",VZA,"ADHAR 2563337863","SRI SIVA DURGA A/M",YELESWARAM,2018-02-24,0000-00-00,1,TYRES,3522
182,37AACCK6385P2ZP,"KALANIKETHAN SILKS PVTLTD",KKD,37AACCK6385P2ZP,"KALANIKETHAN SILKS PVTLTD",KKD,2018-02-24,0000-00-00,1,CLOTH,136476
183,37AABCT9862B1Z7,"PARIJAT INDUSTRIES (INDIA) PVT. LTD","GOLLAPUDI, VIJAYAWADA",37AWTPG6125F1ZC,"SRI LAKSHMI A/G",UPPADA,2018-02-24,0000-00-00,2,PESTICIDS,11092
184,37AABCT9862B1Z7,"PARIJAT INDUSTRIES (INDIA) PVT. LTD","GOLLAPUDI, VIJAYAWADA",37AAXFS3122P1ZD,"SRI SIVA SAI A/G",PTPM,2018-02-24,0000-00-00,1,PESTICIDS,7080
185,37AFLPM1213P1Z5,"LAKSHMI AGENCIES",VZA,"ADHAR 221908518850","LAKSHMI A/M",YELESWARAM,2018-02-24,0000-00-00,1,TYRES,6908
186,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37CEBPK6546N2ZY,"KARTIKEYA E/P",PTPM,2018-02-24,0000-00-00,2,COVERS,8968
187,37AANFV0057H1ZY,"VC PRODUCTS",VJA,,"HIMADRI GENERAL STORE",MDPT,2018-02-24,0000-00-00,2,"FOOD ITEM",2150
188,37AAMFC5248E1ZD,"C.I.M SHOES",VZA,37DBTPK3514A1ZR,"SAJID ENTERPRISES",YELESWARAM,2018-02-24,0000-00-00,3,F/W,4386
189,37AFOPD5803P1ZZ,"MARUTI INTERIORS",VJA,37AGNPP5389G1ZO,"PULAVARTHY CHALAMAIAH DECORS",KKD,2018-02-24,0000-00-00,1,H/W,6138
190,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37AXUPN8311QIZF,"GANESH  E/P",KTPD,2018-02-24,0000-00-00,6,COVERS,14131
191,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37BWXPB4375D1Z8,"BHAVANI PLASTIC&G/S",PTPM,2018-02-24,0000-00-00,2,COVERS,6726
192,37ABMFS2518Q1ZF,"SIRI EICHER",VJW,37DTLPS5156N1ZP,"MBS ELECTRICALS",JAGGAMPETA,2018-02-24,0000-00-00,5,OIL,19350
193,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,,"SIVA GANESH",PTPM,2018-02-24,0000-00-00,2,COVERS,5605
194,37AEZPA1103R1Z4,"MEHER SALES AGENCIES",VJA,37ANBPN9839L1Z9,"SRI CHANNA MALLESWARA ENG CO.",KKD,2018-02-24,0000-00-00,1,H/W,12020
195,37AASCS8557Q1ZZ,"SHYAM HOME APPLINCES",VJA,37CQPPS9913R1ZF,"SRI SATYA HOME NEEDS",DRAKSHARAMAM,2018-02-24,0000-00-00,2,"HOME NEEDS",2945
196,37BUMPP0110K1ZL,"SAI ENTERPRISES",VJW,,SUBBARAO,YELESWARAM,2018-02-24,0000-00-00,6,BATTERy,4928
197,37ADAFS3312G1ZE,"SRI HNUMAN PLYWOOD",VIJAYAWADA,37BKGPD4742M1ZX,"SRI TIRUMALA H/W&G/S",PTPM,2018-02-24,0000-00-00,43,PLYWOOD,33737
198,37AASCS8557Q1ZZ,"SHYAM HOME APPLINCES",VJA,37AXFPP6404P1ZW,"SRI LAKSHMI GANAPATHI HOME NEEDS","GOLLAPALEM, RAMACHANDRAPURAM",2018-02-24,0000-00-00,2,"HOME NEEDS",2704
199,37AFMPG1052P1Z5,"MAHAVEER DOORS",VIJAYAWADA,37APGPN5574B1ZT,"VIJAYA DURGA H/W",YELESWARAM,2018-02-24,0000-00-00,10,DOORS,5910
200,37ABBFA9965G1Z4,"ADITYA E/P",VJA,37AMZPN4921E1ZL,"SRI SAI VIGNESWARA TEJA AGENCIES",PDPM,2018-02-24,0000-00-00,17,"HOME APPLINCES",53129
201,37AASCS8557Q1ZZ,"SHYAM HOME APPLINCES",VJA,37ABUFS9903P2ZX,"SRI SAI KRISHNA HOME NEEDS","GOLLAMAMIDADA, MDPT",2018-02-24,0000-00-00,4,"HOME NEEDS",5889
202,37AASCS8557Q1ZZ,"SHYAM HOME APPLINCES",VJA,37BLEPB0167K1Z8,"SRI DEVI STEEL &H/N",TALLAREVU,2018-02-24,0000-00-00,1,COOKER,1788
203,37AACCK9514G1ZG,"KISHORE FABRICS PLTD",VJD,37DPZPP8681H1ZN,"DEVI SRI DEVI CUT PEICES",YELESWARAM,2018-02-24,0000-00-00,2,CLOTH,42591
204,37BBVPK9757R1Z3,"VIJAYAWADA DOORS & PLYWOOD",VIJAYAWADA,37abwpn4366r1zd,"padmavathi glass and plywood",kkd,2018-02-24,0000-00-00,8,PLYWOOD,4411
205,37AKGPC7455B1ZE,"PRAGATI FOOT WEAR",VJA,37asdpv1538k1zb,"bagawathi enterprises",kkd,2018-02-24,0000-00-00,1,F/W,4032
206,37AGSPB8769M1ZE,"KUMAR GREASE",VJW,37ACBPA3583B1Z5,"SIVA JYOTHI POLYTHEN&GENERAL",KKD,2018-02-24,0000-00-00,1,GRESE,654
207,37aznpm9590p2z1,"mathaji trading company",vijayawada,"ADHA 956849649846","ARIKA FANCY",JAGGAMPETA,2018-02-24,0000-00-00,2,F/W,4932
208,37ABDPA5426C1Z9,"S.P.C MARKETING",vja,37ABEPL3005H1ZO,"VENKATA SRI SAI T/R",KKD,2018-02-24,0000-00-00,1,H/W,7607
209,37AGSPB8769M1ZE,"KUMAR GREASE",VJW,37ABHPT6716E1ZF,"JYOTHI CYCLE STORES",KKD,2018-02-24,0000-00-00,7,GRESE,3971
210,37AEOPR8745H1ZN,"POOJA TRADERS",VJW,"ADHAR 498813556751","CH.VIJAYA LAKSHMI",JAGGAMPETA,2018-02-24,0000-00-00,1,P/W,3150
211,37bckpd0449p1z8,"sri anu publication",vza,,"GANESH B/C",KKD,2018-02-24,0000-00-00,1,BOOKS,3870
212,37bckpd0449p1z8,"sri anu publication",vza,,"SUDHITHA B/H",KKD,2018-02-24,0000-00-00,1,BOOKS,4192
213,37BCDPT0702N1ZF,"AMARAVATHI PAINTS",VJA,37APJPV0504E1ZW,"SUN INFRA",KKD,2018-02-24,0000-00-00,5,PAINTS,7882
214,37ADAFS6085L1ZJ,"SRI RAMA SALES CORPORATION",VJW,37DTLPS5156N1ZP,"MBS ELECTRICALS",JAGGAMPETA,2018-02-24,0000-00-00,1,A/M,10983
215,37ABDPA5426C1Z9,"S.P.C MARKETING",vja,37ABEPL3005H1Z0,"VENKATA SRI SAI T/R",KKD,2018-02-24,0000-00-00,1,H/W,3659
216,37ADPPN5397P2ZA,"SRI SAI PHOTO MATERIALS&LAMINATIONS",VJA,37AAJPY1338A1ZQ,"PRAKASH MIRROR IND",RJY,2018-02-24,0000-00-00,1,"PHOTO FRAMS",4700
217,37ACPPD0168D1ZT,"SRI BALAJI ENT",VIJAYAWADA,37ANIPP9731A1ZW,"ABHINAVA A/M",YELESWARAM,2018-02-24,0000-00-00,1,A/M,10429
218,37ABMPL0657P1ZZ,"M.D. ELECTRICALS",VIJAYAWADA,37AVCPH4606A1Z6,"TIRUMALA ELECTRICALS & GENERAL STORES",JAGGAMPETA,2018-02-24,0000-00-00,8,"ELECTRICAL GOODS",39538
219,37ATZPK9080A1Z6,"JAI SAI TRADERS",VIJAYAWADA,37ACNTN6010C1ZU,"SRI VEERA BHADHRA  E/P",KKD,2018-02-24,0000-00-00,40,SODA,21618
220,37ctlpm4976k1zs,"mg paints",vja,37alapr2095m1zm,"n.v.chamundeswari h/w &PAINTS",kakinada,2018-02-24,0000-00-00,8,PAINTS,6903
221,37ACPPD0168D1ZT,"SRI BALAJI ENT",VIJAYAWADA,37ANIPP9731A1ZW,"ABHINAVA A/M",YELESWARAM,2018-02-24,0000-00-00,2,A/M,29084
222,,"CITY AGENCIES",VJA,37AKHPR0715L2ZV,"SRI VASAVI ELECTRICAL &G/S",KAKINADA,2018-02-24,0000-00-00,21,PVCPIPES,142074
223,37ACSPV8193R1ZY,"CHINNI FASTNERS",VJD,37COEPS7302M1ZH,"SRI LAKSHMI GANAPATHI A/M",PRATHIPADU,2018-02-24,0000-00-00,2,A/M,6527
224,37AABCC5836E1ZS,"CRESCENT BUSINESS FORMS PVT LTD",VJA,37BGVPG5740F1Z3,"LAKSHMI SAI HP GAS AGENCY",KKD,2018-02-24,0000-00-00,5,"GAS STOVE ITEM",9500
225,37AONPB0021K1Z9,"BALAJI PIPE T/R",VJA,37acdpt4751g1ze,"vijayalakshmi engg.co",kkd,2018-02-24,0000-00-00,6,PVCROLLS,30090
226,37AHAPP9804C1ZF,"SRI VIJAYA ELECTRICALS",VIJAYAWADA,37AACFL6067C1ZF,"LAKSHMI PRASANNA ELECTRICALS MILL STORES",ANAPARTHI,2018-02-24,0000-00-00,4,"ELECTRICAL GOODS",34781
227,37ALGPA2224D1ZT,"GREEN INDIA BRUSH CORPORATION",VIJAYAWADA,37CRSPS5136E1ZA,"BALAJI BULDING MATIRIAL",JAGGAMPETA,2018-02-24,0000-00-00,1,BRESH,2453
228,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,206489666567,V.SHIVA,KKD,2018-02-24,0000-00-00,2,COVERS,8408
229,37ABGFA9608M1ZY,"APAZ RADIATORS",VJA,37AEWPY3684A1ZO,"SRI SIVA SURYA TRACTORS SPARES",KKD,2018-02-24,0000-00-00,2,RADIATORS,7000
230,37AHAPP9804C1ZF,"SRI VIJAYA ELECTRICALS",VIJAYAWADA,37AACFL6067C1ZF,"LAKSHMI PRASANNA ELECTRICALS MILL STORES",ANAPARTHI,2018-02-24,0000-00-00,1,"ELECTRICAL GOODS",28479
231,37ALKPM0122AZQ,"BASHA PRODUCTS",VJA,37AGPPT4063R1ZA,"RAJ AGENCIES",KAKINADA,2018-02-24,0000-00-00,1,"FOOD ITEM",1935
232,37AACFR7115F1ZC,"RAJKOT ENG SALES CORP",VJA,37BLUPK0273K1ZK,"SRI AYYAPPA  A/M",KKD,2018-02-24,0000-00-00,5,PVCPIPES,28775
233,37AJHPD0483A1ZQ,"S V D PHARMA",VJA,20BAP/04/01/2013-10,"GOKULAM PHARMACY",KKD,2018-02-24,0000-00-00,1,MEDICAL,1050
234,37ABRPG3584H2Z7,"BALAJI  E/P-NEW",VJA,,"A RAMACHANDRA MURTHY",PDPM,2018-02-24,0000-00-00,1,SONA,2360
235,37ACGPN6320C1ZW,"SRI VIJAYA DURGA GENERAL AGENCIE",VJW,,"SATYA VENKATESWARA CASTINGS",JAGGAMPETA,2018-02-24,0000-00-00,11,POWDER,3149
236,37ARBPK9197Q1ZR,"ARUNA E/P",VJA,37AOAPK1291C1ZB,"K N V SATYANARAYANA",KKD,2018-02-24,0000-00-00,7,plywood,5531
237,37ADSPK7201J1Z8,"LAKSHMI RAGHAVAVENDRA S/H",VJA,37AAHFM8694B1ZY,"MOHAN INDUSTREIS",SAMARLAKOTA,2018-02-24,0000-00-00,2,STEEL,9977
238,37ARSPK5624K1Z6,"M M PLASTICS",VJA,37ATQPD8916R1Z0,"SRI RAMA KRISHNA POLYTHEN&G/S",PDPM,2018-02-24,0000-00-00,8,COOLERS,17776
239,37ALCPK1841J1Z5,"KUNDAN PLYWOODS",VIJAYAWADA,37ANSPA7828H1ZL,"SRI SIRISHA E/P",RCPM,2018-02-24,0000-00-00,10,PLYWOOD,5015
240,37AISPK7555L1ZC,"RAJENDRA PIPE(INDIA)",VIJAYAWADA,37ARXPV0777H1ZT,"GOPAL KRISHNA ELECTRICAL",MANDAPETA,2018-02-24,0000-00-00,3,"SANITARY WARE",12534
241,37AKVPP8062E1ZJ,"ARCHITECTURAL H/W N KITCHEN",VJA,37aabfc4705b1z2,"coastal plywood",kkd,2018-02-24,0000-00-00,2,"KITCHEN WARE",41080
242,37BBVPK9757R1Z3,"VIJAYAWADA DOORS & PLYWOOD",VIJAYAWADA,37adapb3269k1zl,"sri radha krishna e/p",samarlakota,2018-02-24,0000-00-00,8,PLYWOODS,3433
243,37ABPPG1454J1ZG,"VARDHAMAN SANITARY",VIJAYAWADA,37ARXPV0777H1ZT,"GOPAL KRISHNA ELECTRICAL",MANDAPETA,2018-02-24,0000-00-00,4,"SANITARY WARE",49393
244,37ayzps9394l1zs,"solanki h/w",vja,37ASOPG1837D2ZR,"SRI LAXMI PLYWOOD",KKD,2018-02-24,0000-00-00,2,H/W,14528
245,37AACPK6853D1ZR,"BHARAT IND CO",VJA,37ANIPP9731A1ZW,"ABHINAVA A/M",YELESWARAM,2018-02-24,0000-00-00,9,BOX,85857
246,37AAFCG3325C1Z0,"GM CABLES & SWITCHES PRIVATE LIMITED","BHAVANIPURAM, VIJAYAWADA",37AACFL6067C1ZF,"LAKSHMI PRASANNA ELECTRICALS MILL STORES",ANAPARTHI,2018-02-24,0000-00-00,7,"ELECTRICAL GOODS",92480
247,37ABBPT6060H1ZI,"SRI MAHALAKSHMI METAL WORKS",VIJAYAWADA,,"SRI LAKSHMI SAI INDU",PDPM,2018-02-24,0000-00-00,2,STEELS,9955
248,37abrpj9297l1zi,"priME S/M",VIJAYAWADA,37asdpv1538k1zb,"bagawathi enterprises",kkd,2018-02-24,0000-00-00,6,F/W,27030
249,37AACPK6853D1ZR,"BHARAT IND CO",VJA,37AEIPV8360C1Z6,"SRI RAMA A/M",YELESWARAM,2018-02-24,0000-00-00,5,BOX,59191
250,37AMEPD7311H1ZC,"AMBICA PIPE AGENCIEs",vja,37apupp4351c1zm,"sri anjaneya e/p",kkd,2018-02-24,0000-00-00,1,PIPE,19560
251,37AQYPP8846B1Z0,"SHREE GANESH MO",VJW,,PRASAD,YELESWARAM,2018-02-24,0000-00-00,1,"MOBILE CHARGES",2832
252,37AFLPA1330H1ZW,"SHIVA TUBES &FITTINGS",VJA,37AABCU8451D1ZB,"UNIVERSAL FIRE SERVICES PVT LTD",PDPM,2018-02-24,0000-00-00,1,CLAMP,8260
253,37AGUPK4877D2ZS,"SRI GRUHA SHOBHA",VJA,,"M.V.PRASANTH GARU",KKD,2018-02-24,0000-00-00,9,ELECTRICAL,59898
254,37adafs9661a1z2,"sri sai a/g",kakinada,34awdpb5610j1zy,"sri gayatri auto spares",kkd-yanam,2018-02-24,0000-00-00,1,A/M,6228
255,37AADFJ8179Q1ZE,"JAYANTHI MIIL STORES",VIJAYAWADA,37AGZPA2820M1Z0,"SREE BALAJI BEARING HOUSE",MANDAPETA,2018-02-24,0000-00-00,3,BARINGS,43005
256,37AMOPT4565F1ZG,"PUJITHA  E/P",VJA,,"V S NARAYANA",PDPM,2018-02-24,0000-00-00,10,DALLS,22150
257,37AGUPK4877D2ZS,"SRI GRUHA SHOBHA",VJA,37AJRPK7805M1ZG,"AADARSH INTERIORS",KKD,2018-02-24,0000-00-00,1,LEN,3470
258,37AFLPA1330H1ZW,"SHIVA TUBES &FITTINGS",VJA,37AABCU8451D1ZB,"UNIVERSAL FIRE SERVICES PVT LTD",PDPM,2018-02-24,0000-00-00,3,H/W,17331
259,37acdpl1050g1z0,"nandini automotives",vijayawada,37awppb4640l1z8,"shri sai srinivasa agencies",kakinada,2018-02-24,0000-00-00,1,A/M,10153
260,37AADFT2599Q1Z8,V.H.M.TRADERS,VJA,37ABYPE2323H2ZJ,"SEAMINE AQUA BIOCHEM",KKD,2018-02-24,0000-00-00,1,AQUVA,6390
261,37annpk1958m1za,"sri hari chandana a/g",vja,34awdpb5610j1zy,"sri gayatri auto spares",kkd-yanam,2018-02-24,0000-00-00,3,A/M,4708
262,37acdpl1050g1z0,"nandini automotives",vijayawada,37AQHPV5304R1Z1,"MAHESH AUTO SPARE PARTS",KKD,2018-02-24,0000-00-00,4,A/M,27003
263,37annpk1958m1za,"sri hari chandana a/g",vja,37ATBPS4660C1ZQ,"SRI UMA SANKAR MILL STORES",mandapeta,2018-02-24,0000-00-00,1,"MILL SPARES",3156
264,37AMMPD9193K1ZD,"VIJAYA DURGA ENTERPRISES",VJW,37BXQPG1270G1ZE,"SRI DURGA SRINIVASA H/W & GENERAL STORES",YELESWARAM,2018-02-24,0000-00-00,11,"IRON PUMPS",11000
265,37aaacl6048c2zp,"lpf systems pvt ltd",vja,37ALWPG9987H1ZZ,"AMARAVATHI AUTO  A/G",KKD,2018-02-24,0000-00-00,2,A/M,25588
266,37annpk1958m1za,"sri hari chandana a/g",vja,37ATBPS4660C1ZQ,"SRI UMA SANKAR MILL STORES",mandapeta,2018-02-24,0000-00-00,2,TUBES,4703
267,37AADDFK9063,"K  K  MARKETING A/G",VJA,37AARPV7267P1ZA,"VANKAYALA SURYA NARAYANA &SONS",PEDDAPURAM,2018-02-24,0000-00-00,80,BLEEACHING,38400
268,37aoxpa7562c1zp,"vijaya sai h/w",vja,37ABSFS9556J1Z3,"S.V. ENTERPRISES",KKD,2018-02-24,0000-00-00,2,H/W,10714
269,37ABZPJ3472B1ZE,"P.L COMPUTERS",VIJAYAWADA,37AJKPC1445J1Z9,"LAKSHMI COMPUTERS",MANDAPETA,2018-02-24,0000-00-00,1,CBLE,3650
270,37ALCPK1841J1Z5,"KUNDAN PLYWOODS",VIJAYAWADA,37AHNPR5807N1ZI,"MAHENDRA STEELS INFRA",RJY,2018-02-24,0000-00-00,1,PLYWOOD,2730
271,37BIQPS7146J1ZE,"NATIONAL METAL",VIJAYAWADA,37AJEPR4279B1Z3,"KAMAL TRADING",KKD,2018-02-24,0000-00-00,1,TRON,26690
272,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE",VIJAYAWADA,37ARBPG0260G2Z9,"S.J.S ENTERPRISES",MANDAPETA,2018-02-24,0000-00-00,2,S/G,8921
273,37ADAFS3312G1ZE,"SRI HNUMAN PLYWOOD",VIJAYAWADA,,"B VENKATESH",KKD,2018-02-24,0000-00-00,46,PLYWOOD,30648
274,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37CCLPPM3291C1ZI,"SAPTHAGIRI ENTERPRISES",ANAPARTHI,2018-02-24,0000-00-00,6,WOODBEEDING,15753
275,37AAFFE5248R1ZR,"EMIRATES DATES",VJA,37AAWPY5828N1ZB,"SRI LAKSHMI GENERAL",KKD,2018-02-24,0000-00-00,9,DATES,22406
276,37AJUPV9811D2Z1,"SRAVANI METAL STORES",VJW,203022416575,"SUVARNA MAHALAKSHMI METAL STORE","ANGARA, MDPT",2018-02-24,0000-00-00,1,STEEL,4108
277,37AABFD5559J2Z5,"DELITE PAINTS",VJA,37ANTPM3283H1ZF,"VIJAY   TRADERS",RJY,2018-02-24,0000-00-00,3,PAINTS,7398
278,37CAKPK9536M1ZW,"SRI VIJAYA LAKSHMI STEEL CENTRE",VJW,37AAMBK1681DZ21,"SRI LAKSHMI ELECTICAL WORKS",MANDAPETA,2018-02-24,0000-00-00,1,SSBORAM,4632
279,37EFNPK8065P1ZD,"MAHESH PACKAGINGS",VJA,37AFLPV3676H1ZQ,"GANGADHAR  G/M",RJY,2018-02-24,0000-00-00,3,SUTALI,2822
280,37ABFFS4447R1ZC,"SRI MAHAVEER SALES",VJW,37adapb3260a1zf,"SRI KALKI KALYANA CHAKRAVARTHY",MDPT,2018-02-24,0000-00-00,1,ROOLE,2242
281,37AKIPA9590R1Z9,"AMBICA DECORS",VIJAYAWADA,37AUYPR8844H1Z1,"SRI SURYA SANITARY,PIPE FITTINGS",KKD,2018-02-24,0000-00-00,2,SUNGLASS,3404
